timestamp,dMax,dMin,dRange
29818,0.99910426,-7.32167e-29,0.99910426
29945,0.9991269,-1.0503534e-29,0.9991269
30068,0.9985622,-1.2301292e-29,0.9985622
30192,0.99831253,-7.7375403e-29,0.99831253
30314,0.9944363,-7.645414e-30,0.9944363
30435,0.9945805,-1.4127998e-29,0.9945805
30557,0.994793,-1.2819942e-29,0.994793
30679,0.99539363,-3.838087e-29,0.99539363
30798,0.993749,-1.03268965e-29,0.993749
30919,0.9865198,-1.3435897e-29,0.9865198
31037,0.982187,-3.802844e-29,0.982187
31153,0.9881222,-2.2451977e-29,0.9881222
31270,0.99060297,-3.2132817e-29,0.99060297
31387,0.99093,-4.1124975e-29,0.99093
31503,0.9655895,-2.0052933e-29,0.9655895
31620,0.9628018,-2.8535366e-29,0.9628018
31737,0.94370663,-6.565714e-29,0.94370663
31854,0.945501,-2.3512991e-29,0.945501
31971,0.9249194,-5.1507046e-29,0.9249194
32088,0.92279106,-3.6600093e-29,0.92279106
32204,0.9243951,-2.1900208e-29,0.9243951
32319,0.9269658,-3.6774862e-29,0.9269658
32432,0.9246767,-5.5149e-29,0.9246767
32547,0.92914945,-7.683702e-29,0.92914945
32662,0.9269226,-1.8486485e-29,0.9269226
32778,0.93071634,-2.83557e-29,0.93071634
32895,0.929926,-1.936962e-29,0.929926
33012,0.9308529,-1.9487131e-29,0.9308529
33130,0.9338417,-4.8311327e-29,0.9338417
33248,0.9320248,-1.2616164e-29,0.9320248
33366,0.9305617,-1.8808245e-29,0.9305617
33484,0.9062705,-6.060822e-29,0.9062705
33602,0.8678295,-3.754149e-29,0.8678295
33719,0.87278503,-4.5198804e-29,0.87278503
33836,0.87746483,-4.9554867e-29,0.87746483
33953,0.88187087,-5.348346e-29,0.88187087
34070,0.8863628,-5.801537e-29,0.8863628
34187,0.8906809,-6.245781e-29,0.8906809
34304,0.89424366,-6.804262e-29,0.89424366
34421,0.89627874,-7.1868423e-29,0.89627874
34537,0.89628047,-7.493837e-29,0.89628047
34654,0.89174044,-7.7629554e-29,0.89174044
34770,0.8951767,-8.0151944e-29,0.8951767
34883,0.89820737,-8.2447996e-29,0.89820737
34996,0.8980008,-8.4357615e-29,0.8980008
35110,0.8914152,-8.605805e-29,0.8914152
35222,0.8753036,-8.848902e-29,0.8753036
35332,0.86993957,-9.260555e-29,0.86993957
35439,0.87081885,-1.0290555e-28,0.87081885
35546,0.8712548,-1.2342558e-28,0.8712548
35652,0.8729631,-1.8535025e-28,0.8729631
35758,0.8692854,-3.279357e-28,0.8692854
35863,0.87521464,-5.518099e-28,0.87521464
35967,0.88044465,-8.0568063e-28,0.88044465
36069,0.8800217,-5.161649e-30,0.8800217
36170,0.874005,-6.657267e-30,0.874005
36271,0.8622357,-5.0912353e-30,0.8622357
36371,0.8619319,-8.6476226e-30,0.8619319
36471,0.8648849,-1.5763342e-29,0.8648849
36571,0.8696599,-2.6513844e-29,0.8696599
36671,0.8707641,-4.238467e-29,0.8707641
36771,0.87305033,-6.391864e-29,0.87305033
36872,0.87583095,-1.15918285e-29,0.87583095
36972,0.87364995,-1.5969038e-29,0.87364995
37073,0.8741199,-2.0666393e-29,0.8741199
37173,0.87281674,-8.8323743e-29,0.87281674
37273,0.86785156,-2.6731494e-28,0.86785156
37374,0.8679099,-2.12089e-27,0.8679099
37474,0.8691605,-7.2340765e-28,0.8691605
37572,0.8729155,-9.896089e-28,0.8729155
37669,0.8781844,-1.2427143e-27,0.8781844
37765,0.87799764,-1.45633555e-27,0.87799764
37858,0.87802505,-1.6079164e-27,0.87802505
37949,0.87838364,-1.6820933e-27,0.87838364
38037,0.8836206,-1.7012766e-27,0.8836206
38125,0.87870926,-1.6994685e-27,0.87870926
38214,0.8848578,-1.3897441e-28,0.8848578
38302,0.88376135,-1.9320979e-28,0.88376135
38391,0.8782571,-2.3226698e-28,0.8782571
38479,0.8813213,-2.5515543e-28,0.8813213
38566,0.88127345,-2.636161e-28,0.88127345
38652,0.88152754,-2.5835953e-28,0.88152754
38736,0.8790787,-5.9392207e-29,0.8790787
38818,0.8796462,-3.6845746e-28,0.8796462
38901,0.8764666,-2.2003784e-29,0.8764666
38984,0.876171,-3.6284406e-29,0.876171
39067,0.8823247,-5.4801843e-29,0.8823247
39149,0.8783666,-2.0471024e-29,0.8783666
39230,0.8826415,-2.4824083e-29,0.8826415
39312,0.8811966,-3.0345575e-29,0.8811966
39394,0.88388056,-5.3945996e-29,0.88388056
39476,0.88514787,-4.55325e-29,0.88514787
39558,0.88792413,-5.498678e-29,0.88792413
39640,0.88783026,-2.0068356e-29,0.88783026
39722,0.8921359,-2.079568e-29,0.8921359
39803,0.8890995,-2.1545195e-29,0.8890995
39884,0.89833325,-2.168282e-29,0.89833325
39966,0.90317005,-2.0394328e-29,0.90317005
40045,0.898788,-1.1650607e-28,0.898788
40122,0.9059624,-1.1101617e-27,0.9059624
40198,0.90266293,-4.783888e-27,0.90266293
40274,0.9113668,-5.6278803e-28,0.9113668
40350,0.9169005,-2.3456163e-27,0.9169005
40426,0.9116137,-1.9525027e-29,0.9116137
40502,0.9089508,-1.4103832e-29,0.9089508
40578,0.9081753,-5.823596e-29,0.9081753
40654,0.90671307,-2.89625e-28,0.90671307
40730,0.9136345,-8.452035e-28,0.9136345
40806,0.9089483,-1.8252196e-27,0.9089483
40883,0.91619587,-3.9596673e-27,0.91619587
40959,0.91694266,-9.003826e-29,0.91694266
41035,0.9109208,-1.1359303e-28,0.9109208
41112,0.91368884,-1.3746899e-28,0.91368884
41187,0.9163873,-1.6005697e-28,0.9163873
41260,0.9141353,-1.7992371e-28,0.9141353
41331,0.9182703,-9.609741e-28,0.9182703
41401,0.923122,-5.2212587e-29,0.923122
41471,0.9244033,-4.8521533e-29,0.9244033
41539,0.9194243,-4.534833e-29,0.9194243
41608,0.9251278,-4.1303096e-29,0.9251278
41677,0.9266096,-3.6948012e-29,0.9266096
41746,0.92053854,-4.655014e-29,0.92053854
41814,0.92146283,-8.331832e-29,0.92146283
41883,0.9262401,-1.3083758e-28,0.9262401
41952,0.9255391,-8.740607e-28,0.9255391
42021,0.9192974,-5.948187e-27,0.9192974
42090,0.9131698,-2.6865438e-26,0.9131698
42159,0.91120136,-1.20946136e-26,0.91120136
42227,0.90465313,-4.8133773e-27,0.90465313
42296,0.8992542,-1.7565444e-26,0.8992542
42364,0.8946207,-4.9640225e-26,0.8946207
42433,0.89561045,-1.6884415e-26,0.89561045
42502,0.8992777,-3.6987303e-26,0.8992777
42571,0.8974542,-1.375494e-26,0.8974542
42639,0.9018974,-2.2116546e-26,0.9018974
42708,0.90163875,-3.1565277e-26,0.90163875
42776,0.8999735,-3.0100808e-27,0.8999735
42844,0.9014311,-1.02382195e-27,0.9014311
42911,0.9083054,-1.7255498e-27,0.9083054
42976,0.9065363,-1.71409e-27,0.9065363
43041,0.910591,-2.1823781e-27,0.910591
43104,0.9106673,-1.3434018e-25,0.9106673
43167,0.91749376,-6.738069e-25,0.91749376
43230,0.9195279,-1.2151626e-24,0.9195279
43292,0.9236592,-1.5141565e-24,0.9236592
43354,0.9288889,-1.6734465e-24,0.9288889
43416,0.93198276,-1.6845237e-24,0.93198276
43477,0.93333924,-1.548397e-24,0.93333924
43537,0.9420504,-2.3102753e-25,0.9420504
43597,0.94490796,-2.0168049e-25,0.94490796
43634,0.94065535,-1.6976565e-25,0.94065535
43672,0.94260865,-1.3724669e-25,0.94260865
43709,0.9475859,-1.301683e-25,0.9475859
43746,0.95086426,-1.4715735e-25,0.95086426
43782,0.9512049,-1.6177994e-25,0.9512049
43819,0.95462304,-1.7314851e-25,0.95462304
43857,0.95824677,-2.240388e-25,0.95824677
43897,0.96399623,-2.0355948e-25,0.96399623
43934,0.96360487,-1.8801097e-25,0.96360487
43971,0.95554984,-1.820009e-25,0.95554984
44009,0.9610444,-1.726941e-25,0.9610444
44047,0.965214,-1.6086036e-25,0.965214
44085,0.96439606,-1.4723306e-25,0.96439606
44123,0.9656002,-1.3271107e-25,0.9656002
44160,0.9694668,-1.1793453e-25,0.9694668
44195,0.97119474,-1.03356667e-25,0.97119474
44229,0.97153145,-8.8856997e-26,0.97153145
44262,0.96943206,-7.5539126e-26,0.96943206
44297,0.97158104,-6.303818e-26,0.97158104
44331,0.97317535,-1.3679154e-24,0.97317535
44365,0.9720206,-1.0472515e-24,0.9720206
44398,0.971227,-7.5372445e-25,0.971227
44431,0.9755299,-4.982652e-25,0.9755299
44464,0.9770337,-3.061163e-25,0.9770337
44496,0.9773371,-1.8064008e-25,0.9773371
44528,0.9762651,-1.0332596e-25,0.9762651
44560,0.972751,-5.853971e-26,0.972751
44593,0.97295386,-3.5719502e-26,0.97295386
44626,0.9742206,-2.0082161e-26,0.9742206
44658,0.97489345,-1.130808e-26,0.97489345
44691,0.973853,-6.2709454e-27,0.973853
44723,0.97290564,-3.935482e-27,0.97290564
44754,0.97194815,-3.9234902e-27,0.97194815
44784,0.9741655,-3.0347368e-26,0.9741655
44814,0.976408,-1.9677895e-26,0.976408
44845,0.97662187,-1.2341106e-26,0.97662187
44875,0.9765334,-7.607491e-27,0.9765334
44906,0.97683066,-4.6478502e-27,0.97683066
44937,0.9765841,-3.2638912e-27,0.9765841
44967,0.9762551,-3.1197169e-27,0.9762551
44997,0.9763305,-2.9649641e-27,0.9763305
45029,0.976374,-2.806215e-27,0.976374
45059,0.97587174,-2.636035e-27,0.97587174
45091,0.9755495,-2.4701353e-27,0.9755495
45121,0.9753368,-2.300125e-27,0.9753368
45151,0.97522795,-2.1326261e-27,0.97522795
45182,0.97509086,-1.965403e-27,0.97509086
45213,0.9755761,-1.8044103e-27,0.9755761
45246,0.97622293,-4.066486e-27,0.97622293
45278,0.97685343,-3.747304e-27,0.97685343
45311,0.9774875,-3.422162e-27,0.9774875
45343,0.9779238,-3.1145958e-27,0.9779238
45377,0.9782113,-2.815642e-27,0.9782113
45408,0.9778936,-2.523973e-27,0.9778936
45438,0.9772997,-2.2468908e-27,0.9772997
45468,0.9765309,-3.1994484e-27,0.9765309
45498,0.97535205,-2.931926e-27,0.97535205
45528,0.9740514,-2.6603662e-27,0.9740514
45558,0.9739214,-2.3955668e-27,0.9739214
45588,0.9738587,-2.1461544e-27,0.9738587
45617,0.97334206,-1.9061283e-27,0.97334206
45647,0.9725583,-2.0627807e-27,0.9725583
45679,0.972621,-1.9797622e-27,0.972621
45710,0.97214794,-2.606505e-27,0.97214794
45738,0.96927243,-3.380422e-27,0.96927243
45767,0.9646167,-4.3142957e-27,0.9646167
45793,0.9529476,-5.311414e-27,0.9529476
45821,0.9434039,-6.3656538e-27,0.9434039
45852,0.912527,-7.4421515e-27,0.912527
45880,0.8766797,-8.509218e-27,0.8766797
45908,0.88023084,-9.4954794e-27,0.88023084
45935,0.87041664,-3.4156938e-27,0.87041664
45963,0.86576325,-5.2521646e-27,0.86576325
45991,0.8614645,-1.7620755e-26,0.8614645
46023,0.85870755,-1.698741e-26,0.85870755
46054,0.8406518,-2.1815166e-26,0.8406518
46084,0.76744735,-4.825161e-27,0.76744735
46112,0.62490267,-4.5925837e-27,0.62490267
46142,0.46030223,-4.230886e-27,0.46030223
46201,0.2784772,-3.266845e-27,0.2784772
46231,0.24641089,-2.7497973e-27,0.24641089
46261,0.2140966,-2.2482607e-27,0.2140966
46289,0.18839248,-1.7740696e-27,0.18839248
46322,0.16194241,-1.9668662e-27,0.16194241
46349,0.13316797,-2.9534683e-27,0.13316797
46376,0.107280955,-3.8791164e-27,0.107280955
46401,0.091908164,-4.518677e-27,0.091908164
46428,0.07571111,-1.2212729e-26,0.07571111
46454,0.063229345,-3.032033e-27,0.063229345
46482,0.051866367,-6.039718e-28,0.051866367
46509,0.0527082,-3.222807e-28,0.0527082
46540,0.051531147,-2.8238743e-28,0.051531147
46566,0.04607512,-2.3946233e-28,0.04607512
46592,0.03857923,-1.9767401e-28,0.03857923
46619,0.033965323,-1.5794683e-28,0.033965323
46646,0.028274978,-2.1346425e-28,0.028274978
46674,0.023338031,-2.558885e-28,0.023338031
46705,0.015134113,-2.548573e-28,0.015134113
46735,0.008609945,-2.4547253e-28,0.008609945
46761,0.002384419,-2.4717508e-28,0.002384419
46790,0.0004135314,-2.4903687e-28,0.0004135314
46824,0.00041519484,-2.4249023e-28,0.00041519484
46851,0.00041623224,-2.2453729e-28,0.00041623224
46877,0.00041646822,-1.9963462e-28,0.00041646822
46904,0.00041505735,-1.6852491e-28,0.00041505735
46929,0.0004109143,-1.3269278e-28,0.0004109143
46956,0.00040151447,-9.817561e-29,0.00040151447
46984,0.00038471137,-4.0230905e-28,0.00038471137
47010,0.0003824582,-4.7724005e-29,0.0003824582
47035,0.00038664875,-3.8296822e-29,0.00038664875
47062,0.0003895802,-3.8213586e-29,0.0003895802
47087,0.00039159277,-3.8185416e-29,0.00039159277
47113,0.00039285974,-1.6571474e-28,0.00039285974
47139,0.0003981897,-2.889795e-28,0.0003981897
47165,0.00040315586,-4.163427e-28,0.00040315586
47190,0.00040610458,-5.5216344e-28,0.00040610458
47215,0.000407553,-8.102114e-28,0.000407553
47240,0.00040751745,-4.4825875e-28,0.00040751745
47267,0.00040604486,-4.206148e-28,0.00040604486
47298,0.00040356262,-3.5366603e-28,0.00040356262
47325,0.00039997388,-2.8449202e-28,0.00039997388
47357,0.00039409669,-9.965615e-27,0.00039409669
47384,0.0003852031,-2.5289925e-28,0.0003852031
47411,0.0003731011,-6.3569804e-25,0.0003731011
47438,0.00037356376,-5.3244364e-25,0.00037356376
47463,0.0003782992,-4.389588e-25,0.0003782992
47495,0.00038238816,-3.5998447e-25,0.00038238816
47523,0.00038675667,-2.9219415e-25,0.00038675667
47549,0.00038927974,-2.3667235e-25,0.00038927974
47575,0.00039316338,-1.9015938e-25,0.00039316338
47602,0.0003937108,-1.5129709e-25,0.0003937108
47631,0.0003905123,-1.3433425e-25,0.0003905123
47656,0.00038395685,-1.0681119e-25,0.00038395685
47684,0.0003739882,-8.3239136e-26,0.0003739882
47709,0.00036179877,-6.539101e-26,0.00036179877
47736,0.00034697523,-5.1173724e-26,0.00034697523
47764,0.0003418582,-3.9952726e-26,0.0003418582
47796,0.00034770273,-3.1015552e-26,0.00034770273
47822,0.0003619315,-2.4011123e-26,0.0003619315
47851,0.00037189538,-1.8548277e-26,0.00037189538
47879,0.00038279613,-1.4273737e-26,0.00038279613
47905,0.00038903157,-1.1029003e-26,0.00038903157
47932,0.0003918967,-7.175176e-27,0.0003918967
47959,0.00039153546,-4.9611428e-27,0.00039153546
47986,0.00039464494,-9.896037e-28,0.00039464494
48013,0.0003976096,-6.570435e-28,0.0003976096
48039,0.0003982596,-3.4399945e-28,0.0003982596
48067,0.00039515964,-3.2738004e-28,0.00039515964
48095,0.0003885711,-3.5003185e-28,0.0003885711
48120,0.00037647996,-4.3915584e-28,0.00037647996
48146,0.00035908114,-5.2481187e-28,0.00035908114
48173,0.00034985467,-5.9915762e-28,0.00034985467
48202,0.00036130022,-6.6330717e-28,0.00036130022
48229,0.00036871166,-7.162252e-28,0.00036871166
48257,0.00037856397,-7.6102505e-28,0.00037856397
48285,0.0003864326,-7.96849e-28,0.0003864326
48313,0.00039163762,-8.282157e-28,0.00039163762
48339,0.00039293274,-8.563722e-28,0.00039293274
48366,0.0003896935,-8.819372e-28,0.0003896935
48395,0.000380448,-9.070106e-28,0.000380448
48422,0.00037056336,-1.0216249e-27,0.00037056336
48449,0.00036131247,-1.07702594e-26,0.00036131247
48476,0.00034766214,-1.7072354e-27,0.00034766214
48504,0.00034366094,-3.8161246e-27,0.00034366094
48530,0.00035766672,-1.2676358e-27,0.00035766672
48557,0.00036810563,-1.1803104e-26,0.00036810563
48584,0.0003746621,-5.0364382e-28,0.0003746621
48610,0.00037654967,-2.3645584e-27,0.00037654967
48638,0.00037251817,-1.2421532e-27,0.00037251817
48666,0.0003821408,-4.0030213e-28,0.0003821408
48692,0.00038872153,-1.1930853e-27,0.00038872153
48718,0.0003930625,-3.8040375e-27,0.0003930625
48745,0.00039564914,-4.3959625e-28,0.00039564914
48772,0.00039639897,-5.030884e-28,0.00039639897
48802,0.0003952295,-4.3835653e-28,0.0003952295
48831,0.0003913711,-8.9703365e-28,0.0003913711
48857,0.00038383645,-4.086275e-28,0.00038383645
48883,0.0003718821,-3.8529986e-28,0.0003718821
48908,0.00036998332,-2.4486129e-27,0.00036998332
48934,0.00038165602,-3.3619652e-28,0.00038165602
48960,0.00038950113,-3.1145496e-28,0.00038950113
48989,0.0003947653,-2.8664135e-28,0.0003947653
49018,0.00039795364,-2.635815e-28,0.00039795364
49048,0.000400058,-2.4093222e-28,0.000400058
49076,0.000397845,-2.2010967e-28,0.000397845
49103,0.00038805907,-2.0097e-28,0.00038805907
49130,0.00038018823,-7.349273e-25,0.00038018823
49161,0.00038222285,-1.7388432e-28,0.00038222285
49191,0.00038185023,-1.5220924e-28,0.00038185023
49219,0.00037891947,-1.3855102e-28,0.00037891947
49247,0.0003738079,-1.3723161e-28,0.0003738079
49275,0.00036670445,-1.7270477e-28,0.00036670445
49302,0.00035583705,-2.068432e-28,0.00035583705
49331,0.0003668546,-2.3486966e-28,0.0003668546
49358,0.00037761376,-2.5520608e-28,0.00037761376
49385,0.0003840069,-2.6586868e-28,0.0003840069
49413,0.00038605861,-4.8691346e-28,0.00038605861
49440,0.00038428511,-1.4387519e-27,0.00038428511
49469,0.00037942347,-2.3800587e-29,0.00037942347
49497,0.00037030334,-2.5131249e-29,0.00037030334
49523,0.00035574898,-2.8005456e-29,0.00035574898
49551,0.00035697388,-3.1097557e-29,0.00035697388
49577,0.0003649834,-3.3990915e-29,0.0003649834
49604,0.0003712956,-3.660437e-29,0.0003712956
49669,0.0003803044,-4.121025e-29,0.0003803044
49709,0.00038360406,-4.3655192e-29,0.00038360406
49737,0.00038470468,-4.5582726e-29,0.00038470468
49770,0.00038217742,-4.6979537e-29,0.00038217742
49802,0.00037607254,-4.7850963e-29,0.00037607254
49831,0.0003675696,-4.8184483e-29,0.0003675696
49864,0.00036670789,-4.8036837e-29,0.00036670789
49892,0.00037291585,-4.740872e-29,0.00037291585
49919,0.00037621125,-4.6318687e-29,0.00037621125
49949,0.00037629937,-4.4962135e-29,0.00037629937
49978,0.00037330188,-4.327122e-29,0.00037330188
