timestamp,dMax,dMin,dsum
30205,0.60739034,0.018699149,1821875.9633987863
30395,0.6082787,0.01869917,1820866.6882000696
30587,0.60840625,0.01869916,1819775.322563991
30778,0.6082966,0.018699147,1818489.444466222
30966,0.6063802,0.018699154,1817156.4125720076
31152,0.6048234,0.018699126,1815643.8701773528
31335,0.60413665,0.018699137,1814018.9369799234
31516,0.60361475,0.018699111,1812357.930982301
31695,0.60277396,0.018699115,1810610.9050668105
32043,0.6013632,0.0186991,1806877.1610886492
32210,0.60029286,0.018699087,1804932.3525816947
32374,0.60023624,0.018699113,1802891.8602949064
32535,0.59923214,0.018699106,1800745.5071650688
32693,0.5993325,0.018699072,1798485.0379505772
32848,0.5994815,0.01869906,1796085.1965335328
33002,0.5994286,0.018699065,1793512.6112898048
33156,0.599153,0.01869907,1790726.2088493016
33309,0.59865403,0.018699048,1787673.268956311
33462,0.59813064,0.018699033,1784357.9442493543
33620,0.59761244,0.018699082,1780887.0491602048
33784,0.59715223,0.018699035,1777327.3450664785
33953,0.59668005,0.018698987,1773690.0369610507
34121,0.59584975,0.018698981,1770091.3618117888
34289,0.5947647,0.018699033,1766486.7534410376
34455,0.5938732,0.018699035,1762812.1587605812
34619,0.59308547,0.018699057,1759078.7238767818
34783,0.5919813,0.018698938,1755291.9479762297
34948,0.5915411,0.018698987,1751428.6532261707
35110,0.58968806,0.01869897,1747507.2904094756
35270,0.58798724,0.018699033,1743562.478840122
35425,0.587614,0.018698953,1739694.0713672135
35580,0.5860738,0.018698914,1735809.720232008
35736,0.5852287,0.018698938,1731991.3047395535
35894,0.58371943,0.018699039,1728213.4169829711
36053,0.5812664,0.018698975,1724505.212483259
36210,0.57990104,0.018698916,1720848.1897052936
36361,0.5787384,0.01869891,1717237.8109844774
36513,0.5783667,0.018698951,1713602.3149006888
36666,0.5780177,0.018698992,1709958.89150046
36817,0.57748497,0.018698981,1706267.080478983
36961,0.5765355,0.01869895,1702548.8653050885
37104,0.57611376,0.018698948,1698723.1697814874
37246,0.5753895,0.018698987,1694792.578027416
37388,0.57452923,0.01869891,1690666.6423467398
37532,0.5737846,0.01869901,1686384.021195937
37675,0.57253945,0.018699005,1682000.7942600753
37814,0.5714397,0.01869892,1677553.9093182124
37954,0.5703635,0.018698918,1672986.9809197038
38091,0.56872874,0.018699028,1668359.2362135444
38228,0.5691204,0.018698942,1663664.6359170433
38362,0.5692173,0.018698959,1658895.5951194353
38493,0.56854236,0.01869896,1654045.0480458979
38626,0.5674527,0.018698946,1649112.3111751024
38758,0.56548464,0.018698951,1644160.4483546037
38888,0.5624031,0.018698968,1639195.5257376507
39020,0.5590925,0.018698977,1634118.6241704263
39149,0.5552828,0.018698953,1629069.2615254186
39280,0.55710274,0.018699005,1623939.7664058805
39411,0.5575793,0.018698975,1618758.9066472147
39539,0.5571587,0.018698938,1613552.3704895526
39665,0.55499375,0.018698966,1608282.767506728
39790,0.55017036,0.018698964,1602996.9070782661
39915,0.5464492,0.018698934,1597650.1121698786
40040,0.5452789,0.01869896,1592266.3480044622
40165,0.54439074,0.01869893,1586854.4412834942
40292,0.54140943,0.018698951,1581273.279151177
40418,0.53952914,0.01869897,1575577.8130523358
40545,0.53807604,0.018698987,1569709.012801556
40672,0.5359708,0.018699,1563680.5864725541
40799,0.53450745,0.018698944,1557480.3206194472
40925,0.5326352,0.018698955,1551139.0649273768
41052,0.53118676,0.018698966,1544687.930472862
41181,0.52939534,0.01869904,1538123.0609402768
41311,0.52783316,0.018698907,1531525.1557049192
41442,0.52712023,0.018698951,1524832.22993269
41574,0.52395093,0.01869898,1518016.823329078
41707,0.5232722,0.018698934,1511148.72351313
41841,0.52090913,0.018698936,1504173.9369121604
41975,0.52051383,0.018698936,1497068.6954582278
42107,0.518189,0.01869886,1489894.817430742
42239,0.5159675,0.01869892,1482673.1960541792
42371,0.5138972,0.018698929,1475378.4337109197
42503,0.51196283,0.018698977,1468047.1162998546
42635,0.50963664,0.018698925,1460808.76953559
42768,0.50681823,0.018699031,1453665.8795556314
42901,0.50548905,0.018699013,1446575.2268172204
43033,0.50213206,0.018698942,1439605.720537303
43166,0.50045055,0.018654862,1432617.223721981
43302,0.49638858,0.018601973,1425442.9934812505
43439,0.49419236,0.018549496,1418300.8959333766
43578,0.49199626,0.018498296,1411253.3671967946
43719,0.48819262,0.018449092,1404354.3129104115
43862,0.484996,0.018401617,1397479.4470229018
44004,0.48062345,0.018356021,1390697.3758706264
44143,0.4758318,0.018311847,1383913.45885388
44282,0.4714337,0.018269617,1377245.3827565182
44341,0.43875512,0.018228162,1371094.1188380942
44397,0.43772343,0.018188491,1364565.6640200801
44453,0.43788585,0.01815016,1357975.4653885812
44509,0.4373873,0.018113026,1351382.7738253195
44566,0.43627617,0.018075895,1344832.738211155
44623,0.43470228,0.018040784,1338414.5550137646
44681,0.43219042,0.018006766,1331998.0832725074
44740,0.42813852,0.01797369,1325573.1349367462
44798,0.4252589,0.017942406,1319303.121932814
44857,0.4254502,0.017912518,1313108.7645023894
44916,0.42189977,0.017884128,1307044.4797195848
44976,0.41269168,0.017856358,1300923.3127739653
45034,0.4039925,0.017828561,1294938.3815446831
45090,0.4104759,0.01780165,1289080.1313373111
45146,0.40629286,0.017771699,1283247.5651550628
45202,0.3886715,0.017742878,1277563.7978600096
45258,0.37500232,0.017716974,1272037.0797524415
45314,0.39277568,0.017693073,1266611.5828155596
45370,0.39353216,0.017669717,1261252.3598412443
45426,0.38785312,0.017649127,1255932.7117181215
45480,0.37167028,0.01762571,1250754.3779788353
45531,0.36129096,0.017599506,1245650.3606703281
45581,0.35618952,0.017573513,1240673.4445141386
45631,0.36024907,0.017546339,1235684.6705085896
45680,0.35538015,0.01751819,1230749.209615292
45728,0.35290903,0.017477881,1225931.6394939367
45777,0.3492043,0.017431384,1221091.0425584856
45825,0.34705696,0.017385991,1216369.2003970612
45874,0.3446744,0.017341426,1211669.0997301135
45924,0.34438327,0.01729705,1207068.7472481932
45976,0.34406546,0.017252723,1202449.4941461738
46027,0.3436661,0.017210612,1197985.3452363722
46078,0.3430549,0.017168745,1193532.2509223707
46128,0.3420987,0.017127344,1189116.45153624
46176,0.34187916,0.017087694,1184827.1618482713
46225,0.3416295,0.01704812,1180530.8076529633
46274,0.34137288,0.017010098,1176332.8896021582
46323,0.34112006,0.01697327,1172192.4391161837
46372,0.34082514,0.016936934,1168105.0636463724
46420,0.3405068,0.016901461,1164137.8896211218
46469,0.34020752,0.016866455,1160261.4386079106
46521,0.33987537,0.016831534,1156406.6258662492
46573,0.33964118,0.016797764,1152657.375078151
46624,0.33949804,0.016763767,1149013.5296524838
46673,0.33937377,0.016729066,1145391.1953282524
46721,0.3392229,0.016689308,1141825.264656594
46770,0.33907273,0.016648216,1138299.514275588
46820,0.33893162,0.016607368,1134901.848989213
46872,0.33877605,0.01656715,1131540.4224074725
46925,0.33862698,0.016526328,1128224.3310252354
46978,0.338462,0.016487384,1124995.808216652
47030,0.3383089,0.016450757,1121848.739799494
47083,0.3381621,0.01641514,1118667.63233158
47134,0.33799082,0.016382648,1115584.3946577348
47184,0.337836,0.016352378,1112522.0478359312
47232,0.33765945,0.01632506,1109494.1868029144
47278,0.3374567,0.01630061,1106471.9952088762
47323,0.33722866,0.016278973,1103481.073458247
47368,0.33677167,0.016257312,1100469.3151357584
47412,0.33702818,0.016237693,1097528.0032892488
47457,0.3367358,0.0162206,1094567.082983762
47503,0.33549896,0.016204631,1091618.7968100589
47549,0.33371967,0.016189966,1088684.1763100903
47594,0.3334781,0.016176278,1085805.1716045644
47639,0.33205262,0.016157392,1082854.8158955015
47682,0.33189481,0.016140433,1079925.8423009813
47726,0.33142093,0.016125795,1076979.768981928
47771,0.33117118,0.016112069,1074042.1826310754
47816,0.33090878,0.016099999,1071112.4442022163
47861,0.33066806,0.016090168,1068143.0271876212
47906,0.33051768,0.016082717,1065071.5948209725
47950,0.3302395,0.016078038,1062046.787524065
47993,0.33009413,0.016074585,1059071.1722921487
48036,0.32978982,0.016071858,1055952.4708418865
48078,0.32968816,0.016068202,1052922.5437509287
48121,0.3295412,0.01606417,1049852.171171723
48165,0.32935062,0.016062908,1046710.0544460602
48209,0.3292618,0.016062064,1043581.2932607066
48253,0.32902724,0.016063819,1040466.6355293058
48297,0.32886827,0.016068151,1037377.0759960487
48341,0.32873046,0.016070895,1034271.5644924492
48384,0.32865524,0.016047416,1031168.1052092742
48427,0.32857206,0.016023984,1027975.6093963217
48468,0.32847157,0.015986552,1024779.5024946909
48507,0.32840252,0.015943877,1021554.0479692519
48546,0.32831672,0.015902417,1018296.9942977428
48585,0.3282392,0.015861621,1015022.5236960575
48624,0.3281767,0.015790911,1011730.0030267984
48663,0.32808396,0.015711986,1008438.4838463534
