timestamp,dMax,dMin,dsum
00000,0.026469387,0.0187,573381.1487584934
01132,0.9181081,0.018699605,574568.7261877675
02263,0.97003126,0.018699337,577580.6937697623
03372,1.0812497,0.01869912,582100.7446621675
04447,1.1525398,0.018698798,587856.4675630312
05435,0.9683296,0.018698849,594416.898034608
06256,0.8498074,0.018698676,600602.1344863959
06981,0.7607291,0.018695999,606059.6790587995
07613,0.78922254,0.018696165,610850.3103330694
08156,0.8053966,0.018692622,615039.6401217505
08634,0.842841,0.018694066,618749.5512265619
09052,0.83233595,0.01869416,622092.9094251096
09414,0.8099663,0.018692939,625154.7174773365
09736,0.7846808,0.018694513,627980.961469667
10026,0.7610295,0.018693393,630557.2090930007
10285,0.72786343,0.01869483,632912.9374779649
10531,0.69618654,0.018696163,635109.2188541591
10762,0.6651605,0.018695183,637180.5952324457
10971,0.64232236,0.018696442,639127.2337065805
11164,0.6232896,0.018694708,640975.9662901778
11346,0.60749316,0.018696308,642709.9984743688
11517,0.5927831,0.018696811,644351.8507428858
11678,0.5835934,0.018696351,645919.9183018208
11828,0.5746648,0.018697292,647408.3520965353
11967,0.5667899,0.018697726,648835.8812396582
12097,0.5615772,0.018698072,650214.5359457377
12217,0.55552024,0.018698027,651523.4226874802
12331,0.55728513,0.018697951,652755.6642608084
12446,0.555452,0.018698059,653900.9988516364
12560,0.5580934,0.018698523,654989.8899855893
12670,0.55019027,0.018698841,656026.8589400202
12787,0.54592437,0.018698532,657017.4562270362
12906,0.54231143,0.018698746,657989.4815003686
13026,0.5389795,0.0186986,658936.6054107714
13146,0.53633434,0.01869852,659867.0686307177
13266,0.53344154,0.018698603,660779.3287384827
13382,0.5308256,0.018698473,661677.0865708329
13492,0.52894753,0.018698862,662550.7815931011
13597,0.52652586,0.01869926,663412.444629252
13698,0.5240731,0.01869925,664257.3828520142
13795,0.5217552,0.01869923,665092.885241352
13891,0.5199808,0.01869925,665912.5202104449
13989,0.5183562,0.01869929,666717.0234752782
14083,0.5162584,0.018699326,667508.5037189219
14173,0.5143782,0.018699238,668292.2103593666
14265,0.51212597,0.018699327,669066.4617440589
14354,0.51054215,0.01869928,669825.9420166556
14439,0.50886554,0.018699277,670582.0109916609
14524,0.5074667,0.018699257,671343.2435104288
14607,0.5060651,0.018699285,672107.9074245263
14689,0.50547147,0.01869929,672872.1229550485
14776,0.50470513,0.01869928,673612.1537425108
14855,0.5038469,0.018699314,674334.7563339509
14935,0.5027498,0.01869927,675123.3301602174
15019,0.5009501,0.018699287,675849.3558085822
15101,0.49887782,0.018699309,676616.5519182906
15185,0.49471915,0.018699309,677360.9608698599
15269,0.4893923,0.018699344,678117.6313073821
15353,0.49023423,0.018699339,678880.3379400335
15440,0.48916805,0.018699305,679664.8726451248
15529,0.48638415,0.018699365,680434.5248692259
15620,0.47760928,0.018699335,681213.4308115933
15713,0.47961572,0.018699456,682024.0944681913
15809,0.46924326,0.018699357,682807.6729575992
15907,0.46505305,0.018699365,683618.1599784531
16010,0.4626347,0.018699367,684407.9554184377
16115,0.46099404,0.018699432,685188.0598762874
16222,0.45821196,0.018699333,685923.50383351
16332,0.4574476,0.018699363,686666.8362905625
16444,0.456873,0.018699389,687426.703430837
16561,0.4543711,0.018699411,688178.5690071043
16678,0.45260155,0.018699482,688964.8546704836
16798,0.45163122,0.018699434,689722.7785820011
16920,0.44886255,0.018699467,690500.1420389172
17044,0.44696254,0.018699465,691277.4501977246
17170,0.44506994,0.01869943,692046.3600752018
17298,0.44231862,0.01869948,692815.5788978674
17427,0.44048843,0.01869952,693575.4779479634
17558,0.43743795,0.018699495,694329.8275675848
17691,0.4354348,0.018699469,695069.0146888383
17825,0.43214285,0.018699508,695797.9771818183
17961,0.43008128,0.018699473,696519.7966845781
18098,0.42689148,0.01869958,697206.2135966029
18236,0.42325744,0.018699499,697857.4648640696
18376,0.42075303,0.018699538,698489.6283002906
18518,0.41755152,0.018699558,699081.0551486257
18661,0.41523373,0.018699562,699634.360536892
18805,0.41007525,0.018699603,700156.83809622
18950,0.40747267,0.018699586,700634.8598444611
19095,0.40298763,0.018699594,701070.0622664653
19243,0.4003734,0.01869958,701467.1205698512
19395,0.39659944,0.018699579,701810.5210455526
19550,0.39203626,0.018699607,702110.8340926245
19707,0.38805416,0.01869962,702364.4222756773
19859,0.38628587,0.018699564,702554.6863930915
20009,0.38481113,0.018699627,702701.7521574944
20159,0.38368505,0.018699586,702798.1688665822
20312,0.38258627,0.018699609,702841.6605172772
20464,0.38093343,0.01869955,702843.1840699501
20613,0.3793919,0.018699575,702794.0674207862
20766,0.37757668,0.018699573,702678.0823417362
20920,0.37528414,0.018699769,702489.4065876845
21069,0.37505248,0.018699683,702216.8965866063
21214,0.37194243,0.018699696,701878.8494575284
21357,0.3710334,0.018699681,701499.2402815968
21501,0.36990792,0.018699713,701042.9468446337
21644,0.36656502,0.01869968,700527.6360528097
21788,0.36552256,0.018699702,699965.1265891902
21933,0.3635576,0.018699711,699351.8536929153
22079,0.36042386,0.018699791,698786.8157972023
22223,0.35958973,0.018699706,698211.9265577495
22366,0.35753462,0.018699735,697625.433141293
22510,0.35461298,0.018699702,697009.5032885093
22656,0.3539994,0.018699698,696367.3323038798
22804,0.35318518,0.018699748,695677.3680743668
22951,0.35246983,0.018699657,694972.5809773151
23099,0.35161826,0.018699663,694245.9311620668
23247,0.35136962,0.018699711,693492.793715138
23395,0.3509357,0.01869974,692720.5832845643
23540,0.35004997,0.01869966,691934.6530029997
23687,0.34910282,0.018699603,691121.2973679043
23836,0.34851167,0.018699674,690294.3311600834
23984,0.3479174,0.018699592,689455.500285849
24130,0.34722766,0.018699605,688605.143367067
24271,0.34651542,0.018699555,687731.3799579535
24413,0.34573025,0.018699532,686829.096009681
